52,91,33
46,91,40
45,91,0
44,91,0
43,91,0
42,91,0
41,91,25
57,90,0
56,90,0
55,90,0
54,90,0
53,90,0
52,90,0
51,90,0
50,90,0
49,90,0
48,90,0
47,90,0
46,90,0
45,90,0
44,90,0
43,90,0
42,90,0
41,90,0
40,90,0
39,90,0
38,90,6
60,89,0
59,89,0
58,89,0
57,89,0
56,89,0
55,89,0
54,89,12
50,89,4
49,89,0
48,89,0
47,89,0
46,89,0
45,89,0
44,89,0
43,89,0
42,89,0
41,89,0
40,89,0
39,89,0
38,89,0
37,89,0
36,89,16
72,88,0
71,88,0
70,88,0
69,88,0
63,88,49
62,88,0
61,88,0
60,88,0
59,88,0
58,88,50
57,88,32
54,88,11
53,88,0
52,88,0
51,88,0
50,88,0
39,88,40
38,88,0
37,88,0
36,88,0
35,88,0
76,87,0
75,87,0
74,87,0
73,87,0
72,87,0
71,87,0
70,87,0
69,87,0
68,87,0
64,87,0
63,87,0
62,87,0
61,87,0
60,87,25
58,87,39
57,87,8
56,87,32
55,87,42
54,87,30
53,87,23
52,87,19
51,87,38
50,87,0
37,87,10
36,87,0
35,87,0
34,87,0
33,87,0
28,87,0
76,86,0
75,86,0
74,86,0
73,86,0
72,86,2
69,86,41
68,86,0
67,86,0
66,86,0
65,86,0
64,86,0
63,86,0
60,86,48
51,86,0
50,86,0
35,86,0
34,86,0
33,86,0
32,86,0
31,86,0
30,86,11
29,86,0
28,86,0
27,86,0
76,85,0
75,85,0
74,85,0
73,85,0
72,85,0
71,85,3
70,85,0
69,85,0
67,85,0
66,85,0
65,85,0
64,85,0
63,85,18
62,85,0
51,85,0
50,85,26
33,85,0
32,85,0
31,85,0
30,85,0
29,85,0
27,85,0
26,85,0
74,84,3
73,84,0
72,84,34
71,84,0
69,84,0
68,84,49
67,84,0
66,84,17
64,84,0
51,84,0
50,84,40
38,84,7
36,84,13
31,84,0
30,84,0
28,84,9
26,84,0
25,84,0
24,84,0
80,83,7
76,83,0
75,83,0
74,83,0
73,83,0
71,83,0
69,83,0
68,83,34
67,83,20
66,83,0
51,83,0
50,83,0
30,83,0
29,83,24
27,83,42
25,83,24
24,83,0
23,83,0
83,82,0
82,82,0
81,82,0
80,82,0
79,82,0
77,82,0
76,82,0
75,82,9
74,82,22
72,82,27
70,82,0
67,82,40
51,82,0
50,82,0
49,82,0
48,82,0
47,82,0
46,82,0
45,82,0
44,82,0
43,82,0
37,82,23
35,82,45
31,82,15
30,82,0
26,82,31
24,82,36
23,82,0
22,82,0
21,82,0
20,82,0
19,82,0
18,82,0
84,81,0
83,81,0
82,81,0
81,81,0
80,81,0
79,81,45
78,81,0
77,81,0
76,81,10
74,81,38
71,81,36
51,81,0
50,81,32
49,81,0
48,81,0
47,81,0
46,81,0
45,81,0
44,81,0
43,81,0
42,81,0
41,81,0
37,81,38
35,81,42
31,81,0
30,81,28
24,81,49
22,81,35
21,81,0
20,81,0
19,81,0
18,81,0
17,81,0
16,81,0
85,80,0
84,80,0
83,80,0
81,80,0
80,80,0
79,80,0
78,80,0
51,80,0
49,80,0
48,80,0
43,80,0
42,80,0
41,80,0
40,80,1
31,80,0
23,80,42
21,80,23
20,80,0
19,80,24
18,80,0
17,80,0
16,80,0
15,80,0
14,80,0
86,79,0
85,79,0
82,79,0
81,79,0
80,79,0
79,79,0
51,79,0
49,79,0
48,79,0
42,79,28
41,79,0
40,79,0
39,79,0
31,79,0
21,79,0
20,79,0
19,79,0
18,79,0
17,79,0
15,79,0
14,79,0
13,79,0
87,78,0
86,78,0
82,78,15
81,78,40
80,78,0
73,78,47
71,78,48
51,78,0
50,78,42
49,78,0
48,78,0
40,78,0
39,78,0
38,78,0
34,78,39
31,78,0
19,78,35
16,78,0
14,78,0
13,78,0
12,78,0
11,78,41
88,77,35
87,77,0
86,77,13
82,77,17
81,77,35
80,77,5
72,77,44
51,77,0
49,77,0
48,77,17
39,77,0
38,77,0
37,77,0
34,77,19
31,77,0
17,77,35
16,77,0
13,77,33
12,77,0
11,77,0
88,76,0
87,76,0
84,76,41
82,76,28
81,76,0
51,76,0
49,76,0
38,76,0
37,76,0
36,76,30
33,76,0
32,76,27
31,76,0
30,76,33
17,76,0
14,76,32
13,76,45
11,76,0
10,76,0
89,75,42
88,75,0
87,75,5
75,75,48
73,75,37
51,75,0
49,75,0
38,75,43
37,75,0
36,75,0
31,75,0
30,75,0
16,75,0
15,75,0
13,75,0
10,75,0
9,75,0
89,74,0
88,74,27
52,74,0
51,74,12
50,74,0
49,74,0
38,74,0
37,74,0
36,74,17
33,74,9
32,74,0
31,74,12
30,74,0
16,74,39
15,74,0
14,74,1
13,74,0
12,74,0
10,74,35
9,74,0
8,74,0
90,73,0
89,73,0
88,73,35
84,73,17
82,73,9
74,73,36
53,73,20
52,73,0
50,73,0
40,73,20
39,73,0
38,73,0
37,73,0
35,73,17
34,73,44
33,73,0
30,73,0
15,73,2
14,73,0
13,73,0
12,73,0
10,73,47
9,73,37
8,73,0
90,72,0
89,72,0
84,72,21
82,72,31
74,72,48
54,72,46
53,72,0
51,72,0
50,72,0
49,72,41
48,72,45
47,72,36
46,72,34
45,72,34
44,72,39
43,72,41
42,72,24
41,72,26
40,72,49
39,72,0
38,72,0
37,72,0
36,72,0
33,72,28
30,72,35
29,72,0
15,72,42
14,72,30
13,72,24
12,72,38
10,72,23
8,72,0
7,72,0
91,71,0
90,71,0
88,71,43
83,71,33
70,71,48
54,71,0
52,71,0
51,71,0
50,71,16
49,71,16
48,71,21
47,71,26
46,71,30
45,71,31
44,71,29
43,71,26
42,71,18
41,71,10
40,71,12
39,71,0
38,71,0
37,71,0
36,71,41
35,71,21
29,71,0
14,71,38
9,71,0
8,71,29
7,71,0
91,70,0
90,70,0
85,70,22
83,70,10
75,70,50
56,70,2
55,70,0
54,70,0
53,70,0
52,70,0
38,70,0
37,70,0
36,70,0
35,70,0
34,70,0
32,70,18
29,70,0
28,70,1
14,70,32
12,70,36
9,70,0
7,70,0
6,70,22
91,69,0
90,69,0
89,69,27
85,69,6
83,69,4
71,69,47
58,69,0
57,69,18
56,69,7
54,69,0
53,69,0
52,69,0
35,69,14
34,69,0
33,69,0
32,69,0
31,69,15
30,69,20
28,69,0
14,69,48
12,69,38
9,69,26
7,69,0
6,69,0
91,68,0
90,68,0
89,68,35
85,68,14
83,68,16
60,68,15
59,68,0
55,68,0
54,68,0
53,68,5
43,68,41
42,68,30
41,68,44
32,68,0
31,68,0
30,68,0
29,68,0
27,68,0
8,68,16
7,68,0
6,68,0
91,67,0
90,67,0
76,67,44
61,67,6
60,67,42
56,67,0
55,67,0
44,67,42
43,67,38
41,67,40
40,67,49
30,67,0
29,67,0
28,67,0
26,67,0
8,67,0
7,67,11
6,67,0
91,66,0
90,66,11
78,66,0
76,66,0
62,66,1
60,66,45
58,66,42
56,66,0
55,66,40
44,66,27
40,66,38
28,66,0
27,66,0
26,66,0
25,66,0
8,66,0
7,66,22
6,66,0
91,65,0
90,65,14
89,65,50
79,65,8
78,65,0
76,65,0
63,65,1
61,65,10
59,65,0
57,65,0
56,65,11
44,65,25
40,65,39
28,65,5
27,65,0
25,65,0
24,65,32
8,65,31
7,65,17
6,65,0
91,64,0
90,64,5
89,64,31
80,64,8
79,64,46
77,64,0
76,64,0
64,64,3
62,64,12
60,64,0
58,64,0
57,64,0
44,64,33
43,64,49
40,64,48
27,64,0
26,64,0
24,64,5
7,64,9
6,64,0
91,63,0
90,63,0
81,63,7
78,63,24
77,63,0
76,63,0
65,63,11
63,63,30
62,63,23
61,63,36
60,63,20
59,63,0
58,63,0
43,63,32
42,63,35
41,63,41
27,63,0
26,63,0
23,63,49
6,63,7
91,62,0
90,62,0
82,62,20
79,62,40
78,62,0
77,62,0
66,62,30
65,62,48
63,62,3
61,62,46
60,62,0
59,62,0
26,62,0
22,62,16
8,62,3
7,62,0
6,62,0
5,62,41
91,61,25
90,61,0
82,61,19
80,61,40
66,61,20
64,61,0
60,61,19
26,61,0
25,61,37
24,61,0
21,61,43
9,61,33
8,61,0
7,61,0
6,61,0
5,61,0
91,60,40
90,60,12
83,60,3
80,60,46
67,60,0
65,60,0
63,60,0
62,60,0
61,60,0
60,60,35
26,60,0
25,60,0
24,60,0
21,60,17
9,60,6
8,60,0
6,60,0
5,60,0
91,59,42
90,59,0
89,59,9
84,59,44
83,59,29
81,59,32
68,59,0
66,59,0
64,59,0
63,59,0
62,59,0
61,59,0
56,59,3
55,59,0
54,59,0
53,59,0
52,59,0
26,59,20
25,59,0
23,59,7
22,59,0
20,59,48
10,59,5
8,59,0
7,59,4
6,59,0
5,59,0
90,58,0
89,58,32
88,58,40
84,58,0
82,58,31
69,58,17
67,58,15
64,58,0
62,58,0
61,58,0
57,58,0
56,58,0
52,58,0
51,58,0
35,58,0
34,58,0
33,58,0
32,58,0
25,58,0
23,58,0
22,58,6
20,58,15
10,58,0
7,58,0
6,58,0
5,58,0
90,57,0
88,57,23
84,57,3
82,57,9
77,57,1
69,57,11
67,57,2
65,57,0
64,57,0
62,57,0
61,57,0
60,57,25
58,57,0
57,57,0
56,57,31
55,57,0
54,57,0
53,57,0
51,57,0
50,57,0
36,57,0
35,57,0
32,57,0
31,57,0
25,57,0
24,57,33
23,57,0
21,57,37
20,57,46
11,57,25
9,57,0
8,57,13
7,57,0
6,57,0
5,57,0
90,56,0
89,56,38
88,56,50
85,56,5
83,56,42
82,56,30
77,56,0
70,56,0
68,56,0
66,56,22
65,56,0
62,56,0
61,56,0
59,56,0
58,56,0
56,56,0
55,56,0
54,56,0
53,56,4
52,56,0
51,56,0
50,56,0
37,56,0
36,56,0
34,56,0
33,56,0
31,56,14
30,56,0
25,56,0
24,56,0
23,56,0
21,56,0
19,56,38
11,56,0
9,56,0
8,56,0
7,56,0
6,56,0
5,56,0
90,55,0
89,55,0
85,55,0
83,55,0
77,55,0
71,55,12
69,55,4
66,55,47
64,55,21
62,55,0
61,55,0
59,55,0
58,55,0
57,55,8
55,55,0
54,55,0
53,55,0
52,55,0
51,55,21
50,55,0
38,55,0
37,55,0
36,55,39
35,55,0
34,55,0
33,55,5
32,55,0
31,55,17
30,55,0
29,55,0
26,55,41
25,55,16
24,55,0
22,55,9
21,55,0
19,55,13
12,55,40
10,55,0
9,55,0
8,55,0
6,55,0
5,55,12
90,54,0
89,54,0
86,54,39
85,54,0
83,54,0
77,54,0
71,54,0
69,54,0
67,54,0
64,54,0
62,54,0
61,54,0
60,54,0
59,54,0
57,54,0
56,54,49
55,54,0
54,54,2
53,54,36
52,54,0
51,54,49
50,54,0
38,54,0
37,54,0
34,54,0
33,54,0
32,54,0
31,54,50
30,54,0
29,54,0
27,54,0
26,54,0
24,54,0
22,54,0
21,54,0
19,54,25
12,54,0
10,54,0
8,54,0
6,54,0
90,53,0
89,53,0
88,53,50
87,53,34
86,53,0
85,53,31
84,53,31
83,53,16
79,53,9
77,53,0
72,53,0
70,53,0
68,53,17
64,53,0
62,53,0
61,53,0
60,53,0
59,53,0
57,53,0
56,53,0
55,53,0
54,53,0
52,53,0
51,53,45
50,53,0
49,53,48
38,53,0
37,53,39
36,53,6
35,53,5
34,53,14
33,53,0
30,53,0
29,53,0
27,53,0
25,53,0
24,53,0
22,53,0
20,53,49
12,53,14
11,53,6
10,53,0
9,53,9
8,53,0
